KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
WallLowDouble,Wall Low Double,Wand niedrig doppelt,Pilier double,Muro Doppio Basso,Pared Baja Doble,,,"Ściana niska, podwójna",Стена низкая двойная,ウォール ロー ダブル,双矮墙底部,雙矮牆底部,,,Διπλός Χαμηλός Τοίχος,,Tường thấp đôi
CubeRoundConnectorAMedium,Cube Round Connector A Medium,Würfel Rund Verbinder A mittel,Cube arrondi A médium,Cubo Arrotondato A Medio,"Cubo Redondo Conector ""A"" Medio",,,"Sześcian zaokrąglony - łącznik A, średni",Куб круглое соединение A среднее,キューブ ラウンド コネクタ A ミディアム,正方体圆形连接器,正方體圓形連接器,,,Στρογγυλός Συνδετήρας Κύβου Α Μεσαίος,,Khối Tròn Kết nối A Trung bình
CubeRoundConnectorALow,Cube Round Connector A Low,Würfel Rund Verbinder A niedrig,Cube arrondi A bas,Cubo Arrotondato A Basso,"Cubo Redondo Conector ""A"" Bajo",,,"Sześcian zaokrąglony - łącznik A, niski",Куб круглое соединение A низкое,キューブ ラウンド コネクタ A ロー,正方体圆形连接器 A 底部,正方體圓形連接器 A 底部,,,Στρογγυλός Συνδετήρας Κύβου Α Χαμηλός,,Khối Tròn Kết nối A Thấp
CornerSmallBMediumLow,Corner Small B Medium Low,Ecke Klein B mittel niedrig,Petit coin B bas,Angolo Piccolo B Basso,"Esquina Pequeña ""B"" Media Baja",,,"Róg mały B, średni niski",Угол малый B средний низкий,コーナー スモール B ミディアム ロー,小角 B 底部,小角 B 底部,,,Μικρή Γωνία Β Μεσαία Χαμηλή,,Góc Nhỏ B Trung bình Thấp
WallSlopedBold,Wall Sloped Bold,Wand schräg schwer,Mur épais incliné,Muro Inclinato,Pared Inclinada Pesada,,,"Ściana, gruba, pochyła",Стена наклонная толстая,ウォール スロープ 厚,斜厚墙壁,斜厚牆壁,,,Τοίχος με Έντονη Κλίση,,Tường nghiêng đậm
CylinderCubeConnector,Cylinder Cube Connector,Zylinder Würfel Verbinder,Cylindre cube 1,Cubo Cilindrico Connettore,Cubo Cilíndrico Conector,,,"Sześcian - cylinder, łącznik",Цилиндр куб соединение,シリンダー キューブ コネクタ,,圓柱體正方體連接器,,,Κυλινδρικός Κυβικός Συνδετήρας,,Trụ khối nối
CylinderCubeHalfConnector,Cylinder Cube Half Connector,Zylinder Halbblock Verbinder,Cylindre cube 3,Cubo Cilindrico Mezzo Connettore,Cubo Cilíndrico Medio Conector,,,"Sześcian - cylinder, pół-łącznik",Цилиндр полукуб соединение,シリンダー キューブ ハーフ コネクタ,,圓柱體半正方體連接器,,,Μισός Κυλινδρικός Κυβικός Συνδετήρας,,Trụ nửa khối nối
CylinderWallConnector,Cylinder Wall Connector,Zylinder Wand Verbinder,Cylindre cube 2,"Muro Cilindrico Connettore
",Conector de Pared Cilíndrico,,,"Ściana - cylinder, łącznik",Цилиндрическое стеновое соединение,シリンダー ウォール コネクタ,,圓柱體牆壁連接器,,,Κυλινδρικός Συνδετήρας Τοίχου,,Trụ tường nối
CPUExtenderBAT4,CPU Extender T4,CPU Erweiterung T4,Extension CPU T4,Estensione CPU L4,Extensión CPU Nv.4,,,Ekspander CPU T4,ЦП Расширитель К4,拡張CPU:BAT4,CPU扩展器 T4 (基地),CPU擴展器 T4 (基地),,,Επεκτατής CPU T4,,Bộ mở rộng CPU T4
CPUExtenderBAT3,CPU Extender T3,CPU Erweiterung T3,Extension CPU T3,Estensione CPU L3,Extensión CPU Nv.3,,,Ekspander CPU T3,ЦП Расширитель К3,拡張CPU:BAT3,CPU扩展器 T3 (基地),CPU擴展器 T3 (基地),,,Επεκτατής CPU T3,,Bộ mở rộng CPU T3
CPUExtenderBAT2,CPU Extender T2,CPU Erweiterung T2,Extension CPU T2,Estensione CPU L2,Extensión CPU Nv.2,,,Ekspander CPU T2,ЦП Расширитель К2,拡張CPU:BAT2,CPU扩展器 T2 (基地),CPU擴展器 T2 (基地),,,Επεκτατής CPU T2,,Bộ mở rộng CPU T2
CPUExtenderCVT4,CPU Extender T4,CPU Erweiterung T4,Extension CPU T4,Estensione CPU L4,Extensión CPU Nv.4,,,Ekspander CPU T4,ЦП Расширитель К4,拡張CPU:CVT4,CPU扩展器 T4 (主力舰),CPU擴展器 T4 (主力艦),,,Επεκτατής CPU T4,,Bộ mở rộng CPU T4
CPUExtenderCVT3,CPU Extender T3,CPU Erweiterung T3,Extension CPU T3,Estensione CPU L3,Extensión CPU Nv.3,,,Ekspander CPU T3,ЦП Расширитель К3,拡張CPU:CVT3,CPU扩展器 T3 (主力舰),CPU擴展器 T3 (主力艦),,,Επεκτατής CPU T3,,Bộ mở rộng CPU T3
CPUExtenderCVT2,CPU Extender T2,CPU Erweiterung T2,Extension CPU T2,Estensione CPU L2,Extensión CPU Nv.2,,,Ekspander CPU T2,ЦП Расширитель К2,拡張CPU:CVT2,CPU扩展器 T2 (主力舰),CPU擴展器 T2 (主力艦),,,Επεκτατής CPU T2,,Bộ mở rộng CPU T2
CPUExtenderSVT4,CPU Extender T4,CPU Erweiterung T4,Extension CPU T4,Estensione CPU L4,Extensión CPU Nv.4,,,Ekspander CPU T4,ЦП Расширитель К4,拡張CPU:SVT4,CPU扩展器 T4 (小飞船),CPU擴展器 T4 (小飛船),,,Επεκτατής CPU T4,,Bộ mở rộng CPU T4
CPUExtenderSVT3,CPU Extender T3,CPU Erweiterung T3,Extension CPU T3,Estensione CPU L3,Extensión CPU Nv.3,,,Ekspander CPU T3,ЦП Расширитель К3,拡張CPU:SVT3,CPU扩展器 T3 (小飞船),CPU擴展器 T3 (小飛船),,,Επεκτατής CPU T3,,Bộ mở rộng CPU T3
CPUExtenderSVT2,CPU Extender T2,CPU Erweiterung T2,Extension CPU T2,Estensione CPU L2,Extensión CPU Nv.2,,,Ekspander CPU T2,ЦП Расширитель К2,拡張CPU:SVT2,,CPU擴展器 T2 (小飛船),,,Επεκτατής CPU T2,,Bộ mở rộng CPU T2
CPUExtenderHVT4,CPU Extender T4,CPU Erweiterung T4,Extension CPU T4,Estensione CPU L4,Extensión CPU Nv.4,,,Ekspander CPU T4,ЦП Расширитель К4,拡張CPU:HVT4,,CPU擴展器 T4 (懸浮飛船),,,Επεκτατής CPU T4,,Bộ mở rộng CPU T4
CPUExtenderHVT3,CPU Extender T3,CPU Erweiterung T3,Extension CPU T3,Estensione CPU L3,Extensión CPU Nv.3,,,Ekspander CPU T3,ЦП Расширитель К3,拡張CPU:HVT3,,CPU擴展器 T3 (懸浮飛船),,,Επεκτατής CPU T3,,Bộ mở rộng CPU T3
CPUExtenderHVT2,CPU Extender T2,CPU Erweiterung T2,Extension CPU T2,Estensione CPU L2,Extensión CPU Nv.2,,,Ekspander CPU T2,ЦП Расширитель К2,拡張CPU:HVT2,,CPU擴展器 T2 (懸浮飛船),,,Επεκτατής CPU T2,,Bộ mở rộng CPU T2
DoorRound02,Door Round 2,Rundtüre 2,Porte arrondie 2,Porta Arrotondata 2,Puerta Redonda 2,,,Drzwi okrągłe 2,Дверь Круглая 2,ドア ラウンド 2,,圓形門 2,,,Στρογγυλή Πόρτα 2,,Cửa vòng 2
DoorRound01,Door Round 1,Rundtüre 1,Porte arrondie 1,Porta Arrotondata 1,Puerta Redonda 1,,,Drzwi okrągłe 1,Дверь Круглая 1,ドア ラウンド 1,,圓形門 1,,,Στρογγυλή Πόρτα 1,,Cửa vòng 1
DoorCorner02,Door Corner 2,Ecktüre 2,Porte oblique 2,Porta Obliqua 2,Esquina Puerta 2,,,Drzwi narożne 2,Дверь Угловая 2,ドア コーナー 2,,偏位門 2,,,Γωνιακή Πόρτα 2,,Cửa góc 2
DoorCorner01,Door Corner 1,Ecktüre 1,Porte oblique 1,Porta Obliqua 1,Esquina Puerta 1,,,Drzwi narożne 1,Дверь Угловая 1,ドア コーナー 1,,偏位門 1,,,Γωνιακή Πόρτα 1,,Cửa góc 1
DoorCentered02,Door Centered 2,Zentrierte Tür 2,Porte de milieu 2,Porta Centrata 2,Puerta Centrada 2,,,Drzwi wyśrodkowane 2,Дверь Центрированная 2,ドア センター 2,,居中門 2,,,Κεντραρισμένη Πόρτα 2,,Cửa căn giữa 2
DoorCentered01,Door Centered 1,Zentrierte Tür 1,Porte de milieu 1,Porta Centrata 1,Puerta Centrada 2,,,Drzwi wyśrodkowane 1,Дверь Центрированная 1,ドア センター 1,,居中門 1,,,Κεντραρισμένη Πόρτα 1,,Cửa căn giữa 1
DoorCornerArmored02,Armored Door Corner 2,Gepanzerte Ecktüre 2,Porte oblique 2 blindée,Porta Blindata Obliqua 2,Esquina Puerta Blindada 2,,,"Drzwi pancerne, narożne 2",Бронированная Дверь Угловая 2,強化型ドア コーナー 2,,裝甲圓形門 2,,,Θωρακισμένη Γωνιακή Πόρτα 2,,Góc cửa bọc thép 2
DoorCornerArmored01,Armored Door Corner 1,Gepanzerte Ecktüre 1,Porte oblique 1 blindée,Porta Blindata Obliqua 1,Esquina Puerta Blindada 2,,,"Drzwi pancerne, narożne 1",Бронированная Дверь Угловая 1,強化型ドア コーナー 1,,裝甲圓形門 1,,,Θωρακισμένη Γωνιακή Πόρτα 1,,Góc cửa bọc thép 1
DoorRoundArmored02,Armored Door Round 2,Gepanzerte Rundtüre 2,Porte arrondie 2 blindée,Porta Blindata Arrotondata 2,Puerta Blindada Redonda 2,,,"Drzwi pancerne, okrągłe 2",Бронированная Дверь Круглая 2,強化型ドア ラウンド 2,装甲偏位门 2,裝甲偏位門 2,,,Θωρακισμένη Στρογγυλή Πόρτα 2,,Cửa bọc thép vòng 2
DoorRoundArmored01,Armored Door Round 1,Gepanzerte Rundtüre 1,Porte arrondie 1 blindée,Porta Blindata Arrotondata 1,Puerta Blindada Redonda 1,,,"Drzwi pancerne, okrągłe 1",Бронированная Дверь Круглая 1,強化型ドア ラウンド 1,装甲偏位门 1,裝甲偏位門 1,,,Θωρακισμένη Στρογγυλή Πόρτα 1,,Cửa bọc thép vòng 1
DoorCenteredArmored02,Armored Door Centered 2,Gepanzerte zentrierte Tür 2,Porte de milieu 2 blindée,Porta Blindata Centrata 2,Puerta Blindada Centrada 2,,,"Drzwi pancerne, wyśrodkowane 2",Бронированная Дверь Центрированная 2,強化型ドア センター 2,装甲居中门 2,裝甲居中門 2,,,Θωρακισμένη Κεντραρισμένη Πόρτα 2,,Cửa bọc thép Căn giữa 2
DoorCenteredArmored01,Armored Door Centered 1,Gepanzerte zentrierte Tür 1,Porte de milieu 1 blindée,Porta Blindata Centrata 1,Puerta Blindada Centrada 1,,,"Drzwi pancerne, wyśrodkowane 1",Бронированная Дверь Центрированная 1,強化型ドア センター 1,装甲居中门 1,裝甲居中門 1,,,Θωρακισμένη Κεντραρισμένη Πόρτα 1,,Cửa bọc thép Căn giữa 1
HeavyWindowQConnectTwoDiagonal,Window Q Connect (2) Diagonal,Fenser Q Verbinder (2) Diagonal,Fenêtre Q connection diagonale,Finestra Q (Connettore),"Ventana ""Q"" Conector (2) Diagonal",,,Okna Q - łącznik (2) po przekątnej,Окно Q соединение (2) диагональное,ウィンドウ Q コネクタ (2) 対角,窗户Q连接(2)对角线,窗戶Q連接(2)對角線,,,Διαγώνια Σύνδεση Παραθύρου Q (2),,Cửa sổ Q Kết Nối (2) Đường chéo
HeavyWindowJGlass,Window J Full Glass,Fenster J Vollglas,Fenêtre J tout verre coin en L,Finestra J Vetro Intero,"Ventana ""J"" Todo Cristal",,,Okno J - bez obramowania,Окно J полностекольное,ウィンドウ J 総ガラス,窗户J型全玻璃,窗戶J型全玻璃,,,Παράθυρο J Πλήρες Γυαλί,,Cửa sổ J Kính Tràn Viền
HeavyWindowIGlass,Window I Full Glass,Fenster I Vollglas,Fenêtre I tout verre coin arrondie,Finestra I Vetro Intero,"Ventana ""I"" Todo Cristal",,,Okno I - bez obramowania,Окно I полностекольное,ウィンドウ I 総ガラス,窗户I型全玻璃,窗戶I型全玻璃,,,Παράθυρο Ι Πλήρες Γυαλί,,Cửa sổ I Kính Tràn Viền
HeavyWindowHGlass,Window H Full Glass,Fenster H Vollglas,Fenêtre H tout verre coin,Finestra H Vetro Intero,"Ventana ""H"" Todo Cristal",,,Okno H - bez obramowania,Окно H полностекольное,ウィンドウ H 総ガラス,窗户H型全玻璃,窗戶H型全玻璃,,,Παράθυρο Η Πλήρες Γυαλί,,Cửa sổ H Kính Tràn Viền
HeavyWindowGGlass,Window G Full Glass,Fenster G Vollglas,Fenêtre G tout verre oblique,Finestra G Vetro Intero,"Ventana ""G"" Todo Cristal",,,Okno G - bez obramowania,Окно G полностекольное,ウィンドウ G 総ガラス,窗户G型全玻璃,窗戶G型全玻璃,,,Παράθυρο G Πλήρες Γυαλί,,Cửa sổ G Kính Tràn Viền
HeavyWindowFGlass,Window F Full Glass,Fenster F Vollglas,Fenêtre F tout verre arrondie,Finestra F Vetro Intero,"Ventana ""F"" Todo Cristal",,,Okno F - bez obramowania,Окно F полностекольное,ウィンドウ F 総ガラス,窗户F型全玻璃,窗戶F型全玻璃,,,Παράθυρο F Πλήρες Γυαλί,,Cửa sổ F Kính Tràn Viền
HeavyWindowEGlass,Window E Full Glass,Fenster E Vollglas,Fenêtre E tout verre en L,Finestra E Vetro Intero,"Ventana ""E"" Todo Cristal",,,Okno E - bez obramowania,Окно E полностекольное,ウィンドウ E 総ガラス,窗户E型全玻璃,窗戶E型全玻璃,,,Παράθυρο Ε Πλήρες Γυαλί,,Cửa sổ E Kính Tràn Viền
HeavyWindowJBottom,Window J  Socket,Fenster J gesockelt,Fenêtre J coin en L avec socle,Finestra J Connettore,"Ventana ""J"" Conector",,,Okno J Gniazdo,Окное J разъем,ウィンドウ J ソケット,窗户J型槽,窗戶J型槽,,,Παράθυρο με Υποδοχή J,,Cửa sổ J Lỗ
HeavyWindowIBottom,Window I Socket,Fenster I gesockelt,Fenêtre I coin arrondi avec socle,Finestra I Connettore,"Ventana ""I"" Conector",,,Okno I Gniazdo,Окно I разъем,ウィンドウ I ソケット,窗户I型槽,窗戶I型槽,,,Παράθυρο με Υποδοχή I,,Cửa sổ I Lỗ
HeavyWindowHBottom,Window H Socket,Fenster H gesockelt,Fenêtre H coin avec socle,Finestra H Connettore,"Ventana ""H"" Conector",,,Okno H Gniazdo,Окно H разъем,ウィンドウ H ソケット,窗户H型槽,窗戶H型槽,,,Παράθυρο με Υποδοχή H,,Cửa sổ H Lỗ
HeavyWindowGBottom,Window G Socket,Fenster G gesockelt,Fenêtre G oblique avec socle,Finestra G Connettore,"Ventana ""G"" Conector",,,Okno G Gniazdo,Окно G разъем,ウィンドウ G ソケット,窗户G型槽,窗戶G型槽,,,Παράθυρο με Υποδοχή G,,Cửa sổ G Lỗ
HeavyWindowFBottom,Window F Socket,Fenster F gesockelt,Fenêtre F arrondie avec socle,Finestra F Connettore,"Ventana ""F"" Conector",,,Okno F Gniazdo,Окно F разъем,ウィンドウ F ソケット,窗户F型槽,窗戶F型槽,,,Παράθυρο με Υποδοχή F,,Cửa sổ F Lỗ
HeavyWindowEBottom,Window E Socket,Fenster E gesockelt,Fenêtre E en L avec socle,Finestra E - Connettore,"Ventana ""E"" Conector",,,Okno E Gniazdo,Окно E разъем,ウィンドウ E ソケット,窗户E型槽,窗戶E型槽,,,Παράθυρο με Υποδοχή E,,Cửa sổ E Lỗ
RailingVertMetal,Railing Metal Design,Metall-Designgeländer,Rambarde métal,Ringhiera Metallica Design,Barandilla Metálica,,,Balustrada - metal,Перила Металлические Узор,手すり 金属デザイン,栅栏金属设计,柵欄金屬設計,,,Σχέδιο Μεταλλικού Κάγκελου,,Lan can thiết kế kim loại
RailingVertGlassModular,Railing Glass Design,Glas-Designgeländer,Rambarde verre,Ringhiera di Vetro Design,Barandilla de Cristal,,,Balustrada - szkło,Перила Стеклянные Узор,手すり ガラスデザイン,栅栏玻璃设计,柵欄玻璃設計,,,Σχέδιο Γυάλινου Κάγκελου,,Lan can kính thiết kế
RailingSlopeMetalRight,Railing Metal Design Slope Right,Metall-Designgeländer schräg (rechts),Rambarde métal inclinée (droite),Ringhiera Metallica Design - Inclinata a Destra,Barandilla Metal inclinada derecha,,,"Balustrada - metal, zagięta w prawo",Перила Металлические Узор Наклон вправо,手すり 金属デザイン スロープ 右,栅栏金属设计坡度右,柵欄金屬設計坡度右,,,Σχέδιο Μεταλλικού Κάγκελου Κλίση Δεξιά,,Lan can thiết kế kim loại dốc bên phải
RailingSlopeGlassRightModular,Railing Glass Design Slope Right,Glas-Designgeländer schräg (rechts),Rambarde verre inclinée (droite),Ringhiera di Vetro Inclinata (A Destra),Barandilla Cristal inclinada derecha,,,"Balustrada - szkło, zagięta w prawo",Перила Стеклянные Узор Наклон вправо,手すり ガラスデザイン スロープ 右,栅栏玻璃设计坡度右,柵欄玻璃設計坡度右,,,Σχέδιο Γυάλινου Κάγκελου Κλίση Δεξιά,,Lan can kính thiết kế độ dốc bên phải
RailingSlopeMetalLeft,Railing Metal Design Slope Left,Metall-Designgeländer schräg (links),Rambarde métal inclinée (gauche),Ringhiera Metallica Inclinata (A Sinistra),Barandilla Metal inclinada izquierda,,,"Balustrada - metal, zagięta w lewo",Перила Металлические Узор Наклон влево,手すり 金属デザイン スロープ 左,栅栏金属设计坡度左,柵欄金屬設計坡度左,,,Σχέδιο Μεταλλικού Κάγκελου Κλίση Αριστερά,,Lan can thiết kế kim loại Độ dốc bên trái
RailingSlopeGlassLeftModular,Railing Glass Design Slope Left,Glas-Designgeländer schräg (links),Rambarde verre inclinée (gauche,Ringhiera di Vetro Inclinata (A Sinistra),Barandilla Cristal inclinada izquierda,,,"Balustrada - szkło, zagięta w lewo",Перила Стеклянные Узор Наклон влево,手すり ガラスデザイン スロープ 左,栅栏玻璃设计坡度左,柵欄玻璃設計坡度左,,,Σχέδιο Γυάλινου Κάγκελου Κλίση Αριστερά,,Lan can kính thiết kế độ dốc bên trái
